timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,composite_score,composite_ewma,health_index,health_status,rul_est,rul_lower,rul_upper,rul_status,health_slope,res_cht_ewma,res_egt_ewma,res_vib_std_w,fault_label
8007.0000,-82.6236,41.2490,56.9199,-1.5466,-0.0212,0.7650,0.3587,1.5113,1.4354,46.9703,degraded,3.8722,1.0124,300.0000,estimable,-9.2130,33.1310,60.2545,0.0974,misfire
8007.5000,-44.1129,32.7441,65.3283,-1.4633,-0.1395,1.6277,0.3162,1.3917,1.4299,49.8646,degraded,2.5800,1.0198,300.0000,estimable,-6.9651,33.0827,60.8888,0.0942,misfire
8008.0000,-137.7349,39.3468,69.2861,-1.5515,-1.0912,1.1106,0.7390,1.7127,1.4653,42.4709,degraded,1.0631,0.5274,300.0000,estimable,-11.5756,33.8657,61.9384,0.1672,misfire
8008.5000,-78.3855,22.1356,61.1986,-1.6029,-0.3707,1.6009,0.3136,1.3340,1.4489,51.3241,degraded,2.4936,0.8781,300.0000,estimable,-21.1381,32.3994,61.8459,0.1637,misfire
8009.0000,-115.4128,28.9017,63.6342,-1.6010,0.6734,1.5259,0.1584,1.3848,1.4409,50.0364,degraded,5.7572,1.0647,300.0000,estimable,-12.5618,31.9622,62.0695,0.1610,misfire
8009.5000,-87.0437,33.5984,62.0323,-1.5393,-1.2070,1.8389,0.2820,1.4229,1.4386,49.0931,degraded,10.0432,1.1239,300.0000,estimable,-5.2172,32.1667,62.0648,0.1611,misfire
8010.0000,61.5772,18.5290,54.1228,-1.6467,-1.8384,1.4226,0.1994,1.2640,1.4168,53.1516,degraded,,,,not_estimable,-2.8968,30.4620,61.0721,0.1670,misfire
8010.5000,-94.4843,29.6202,40.2967,-1.6543,0.1423,1.1539,0.4737,1.4110,1.4161,49.3853,degraded,51.5725,1.1838,300.0000,estimable,0.1072,30.3568,58.4752,0.1729,misfire
8011.0000,-114.7664,24.1358,70.6314,-1.5506,-0.8119,1.5418,0.5242,1.4571,1.4212,48.2604,degraded,13.3482,1.0691,300.0000,estimable,-0.5698,29.5792,59.9947,0.1802,misfire
8011.5000,18.9169,25.0640,67.6534,-1.5164,0.7381,0.6994,0.3132,1.3302,1.4098,51.4213,degraded,,,,not_estimable,-2.1172,29.0148,60.9520,0.1705,misfire
8012.0000,-48.3240,38.8666,51.9849,-1.5154,-0.3388,1.6282,0.3928,1.4623,1.4164,48.1367,degraded,,,,not_estimable,5.4605,30.2463,59.8311,0.1706,misfire
8012.5000,-79.1506,37.4191,46.7214,-1.5438,-1.0498,1.8968,0.3782,1.4437,1.4198,48.5859,degraded,,,,not_estimable,0.8961,31.1429,58.1924,0.1695,misfire
8013.0000,-35.1959,29.3652,57.1064,-1.5015,0.1403,0.9941,0.3359,1.3318,1.4088,51.3822,degraded,,,,not_estimable,4.1819,30.9207,58.0567,0.1123,misfire
8013.5000,-114.4900,38.0002,59.4417,-1.5710,-0.0399,1.2768,0.2641,1.4770,1.4173,47.7841,degraded,,,,not_estimable,10.4063,31.8056,58.2298,0.1145,misfire
8014.0000,-127.0141,34.7373,49.7609,-1.5807,-0.0385,1.3829,0.3905,1.4470,1.4210,48.5052,degraded,,,,not_estimable,9.7371,32.1721,57.1712,0.0977,misfire
8014.5000,-73.9801,37.1168,57.8941,-1.5646,-1.0846,1.2406,0.3888,1.4793,1.4283,47.7272,degraded,,,,not_estimable,11.6565,32.7901,57.2616,0.0945,misfire
8015.0000,-38.9444,32.9681,69.3600,-1.5475,1.2032,1.3196,0.6286,1.5630,1.4451,45.7728,degraded,5.0417,0.8884,300.0000,estimable,4.5934,32.8124,58.7739,0.1071,misfire
8015.5000,-87.5660,28.8055,61.6600,-1.3679,-0.6001,1.1149,0.3416,1.3019,1.4272,52.1557,degraded,,,,not_estimable,-5.1120,32.3115,59.1346,0.1063,misfire
8016.0000,-127.0110,27.9242,48.8537,-1.5725,1.4322,1.1692,0.4020,1.3664,1.4196,50.4988,degraded,,,,not_estimable,5.6076,31.7631,57.8495,0.0965,misfire
8016.5000,-59.8554,32.4766,58.4546,-1.5539,-1.7202,2.2324,0.3960,1.4361,1.4217,48.7691,degraded,,,,not_estimable,4.8440,31.8523,57.9251,0.0933,misfire
8017.0000,-137.3314,22.7118,56.2870,-1.4762,0.8620,1.3960,0.2936,1.2729,1.4031,52.9165,degraded,,,,not_estimable,5.1857,30.7097,57.7204,0.0983,misfire
8017.5000,-133.5544,33.8465,53.1585,-1.5356,0.4973,0.5854,0.3805,1.4212,1.4054,49.1349,degraded,,,,not_estimable,7.8201,31.1018,57.1501,0.0983,misfire
8018.0000,-128.0567,41.1044,45.0255,-1.6475,-0.3030,1.1878,0.3412,1.5259,1.4204,46.6298,degraded,2.8862,0.9157,300.0000,estimable,8.3827,32.3522,55.6346,0.0981,misfire
8018.5000,-75.3238,24.9362,65.6662,-1.4778,-1.6669,1.2311,0.2469,1.2994,1.4053,52.2215,degraded,26.2813,1.4578,300.0000,estimable,-9.2265,31.4252,56.8885,0.1005,misfire
8019.0000,-56.1423,31.0259,48.7759,-1.5478,0.0529,1.8512,0.4719,1.4035,1.4051,49.5727,degraded,80.3416,1.3933,300.0000,estimable,-1.2260,31.3753,55.8744,0.1046,misfire
8019.5000,-82.7619,19.6390,55.1660,-1.7061,-1.8561,1.8029,0.3044,1.3421,1.3972,51.1165,degraded,,,,not_estimable,-0.3681,29.9082,55.7859,0.1079,misfire
8020.0000,-91.7810,30.0122,82.3793,-1.5848,-0.4625,1.3956,0.4453,1.5402,1.4151,46.2958,degraded,,,,not_estimable,1.4328,29.9212,59.1101,0.0701,misfire
8020.5000,-152.1491,47.7697,61.7200,-1.6007,0.7812,1.0220,0.3563,1.6645,1.4463,43.5066,degraded,3.1239,0.7416,300.0000,estimable,2.2942,32.1523,59.4363,0.0698,misfire
8021.0000,-144.8340,33.4189,57.2960,-1.5886,-0.2048,1.4332,0.4167,1.4777,1.4502,47.7670,degraded,2.4991,0.7922,300.0000,estimable,-7.5248,32.3106,59.1688,0.0708,misfire
8021.5000,-74.3536,37.1639,73.6511,-1.5669,-0.2069,1.1010,0.3849,1.5425,1.4617,46.2434,degraded,2.3368,0.7456,300.0000,estimable,-11.1108,32.9173,60.9791,0.0703,misfire
8022.0000,-87.3711,27.7741,68.7035,-1.5292,1.3713,1.4581,0.5092,1.4562,1.4610,48.2823,degraded,2.1516,0.7674,300.0000,estimable,-11.2307,32.2744,61.9446,0.0788,misfire
8022.5000,-41.7652,35.1636,70.9800,-1.5022,0.1249,1.6643,0.5255,1.5338,1.4701,46.4448,degraded,1.5213,0.6452,300.0000,estimable,-13.1445,32.6355,63.0740,0.0903,misfire
8023.0000,-78.0551,26.7774,52.6148,-1.5006,1.7066,1.1916,0.3880,1.3146,1.4507,51.8253,degraded,4.7403,0.9979,300.0000,estimable,-17.3834,31.9033,61.7666,0.0881,misfire
8023.5000,-186.4673,33.0196,48.6127,-1.4859,-0.3382,1.4283,0.4481,1.4336,1.4485,48.8321,degraded,3.5715,0.8718,300.0000,estimable,-6.7138,32.0428,60.1224,0.0688,misfire
8024.0000,-94.6794,22.4142,44.6257,-1.5762,1.0106,1.5981,0.4201,1.3026,1.4303,52.1368,degraded,12.4096,1.1079,300.0000,estimable,-8.0729,30.8392,58.1853,0.0668,misfire
8024.5000,-103.0502,39.0481,68.4793,-1.6709,-0.1589,1.5238,0.3916,1.5990,1.4514,44.9565,degraded,2.1617,0.6441,300.0000,estimable,-2.5897,31.8653,59.4720,0.0547,misfire
8025.0000,-112.4806,33.7999,66.4004,-1.6918,0.3374,0.8765,0.6163,1.6228,1.4728,44.4229,degraded,0.9921,0.4825,300.0000,estimable,-11.5451,32.1072,60.3381,0.0809,misfire
8025.5000,-75.3657,35.8100,35.9746,-1.5282,-0.8339,1.3559,0.2782,1.3484,1.4573,50.9576,degraded,2.1876,0.7491,300.0000,estimable,-24.6183,32.5700,57.2927,0.0933,misfire
8026.0000,-65.9807,30.0933,65.7884,-1.5701,0.2419,0.4890,0.4600,1.4502,1.4564,48.4286,degraded,2.5978,0.7458,300.0000,estimable,-14.1515,32.2604,58.3546,0.0932,misfire
8026.5000,-91.2775,34.1671,61.8034,-1.4925,0.3074,1.4686,0.4159,1.4449,1.4549,48.5562,degraded,2.7404,0.7586,300.0000,estimable,-10.9435,32.4988,58.7857,0.0916,misfire
8027.0000,-165.0821,39.3844,50.8268,-1.5444,0.1171,1.6307,0.3579,1.5035,1.4610,47.1532,degraded,6.1629,0.9017,300.0000,estimable,-10.4206,33.3595,57.7909,0.0924,misfire
8027.5000,1.4776,28.5919,66.3194,-1.6555,-1.7423,1.5093,0.3861,1.4505,1.4597,48.4195,degraded,12.1156,1.0137,300.0000,estimable,-4.4059,32.7635,58.8569,0.0868,misfire
8028.0000,-94.1579,34.3515,62.6804,-1.5982,1.0197,1.4764,0.4027,1.4906,1.4636,47.4599,degraded,4.1937,0.8620,300.0000,estimable,-2.3457,32.9620,59.3349,0.0863,misfire
8028.5000,-18.1261,32.4464,62.3844,-1.5468,0.3007,1.4690,0.3839,1.4265,1.4589,49.0057,degraded,,,,not_estimable,-6.5479,32.8976,59.7160,0.0862,misfire
8029.0000,-79.6541,40.9896,48.5080,-1.6241,0.4336,1.5549,0.4085,1.5342,1.4683,46.4350,degraded,,,,not_estimable,2.3449,33.9091,58.3150,0.0862,misfire
8029.5000,-98.3016,28.8784,49.1571,-1.4934,1.5052,1.1121,0.3919,1.3275,1.4507,51.4922,degraded,,,,not_estimable,2.3921,33.2802,57.1703,0.0862,misfire
8030.0000,-140.5979,28.7457,62.9307,-1.5909,-0.0817,1.1887,0.4681,1.4653,1.4525,48.0645,degraded,,,,not_estimable,14.6004,32.7134,57.8903,0.0532,misfire
8030.5000,-32.5889,37.0847,63.4695,-1.5852,0.6729,1.4203,0.5010,1.5442,1.4640,46.2052,degraded,,,,not_estimable,11.7308,33.2598,58.5877,0.0447,misfire
8031.0000,-53.5381,30.5619,57.2072,-1.6495,0.7645,1.7591,0.4856,1.4755,1.4654,47.8188,degraded,22.4419,1.2116,300.0000,estimable,0.0698,32.9226,58.4152,0.0480,misfire
8031.5000,-116.5976,34.2231,72.3211,-1.4677,-0.2820,1.5431,0.4630,1.5067,1.4706,47.0793,degraded,4.0339,0.9716,300.0000,estimable,-1.2396,33.0851,60.1534,0.0498,misfire
8032.0000,-122.2313,33.9527,59.4270,-1.5796,0.0004,1.6002,0.4997,1.5120,1.4758,46.9535,degraded,3.1018,0.9028,300.0000,estimable,-6.7130,33.1936,60.0626,0.0488,misfire
8032.5000,-78.9974,35.0711,51.8319,-1.5555,-0.7951,1.2965,0.3098,1.4066,1.4671,49.4949,degraded,3.0880,0.9689,300.0000,estimable,-8.6897,33.4283,59.0338,0.0621,misfire
8033.0000,9.5059,26.2613,61.1236,-1.6089,-2.4545,1.4177,0.2570,1.3473,1.4521,50.9838,degraded,,,,not_estimable,-9.5515,32.5324,59.2950,0.0831,misfire
8033.5000,-95.0929,34.2199,67.4667,-1.5902,-0.7557,1.3657,0.3592,1.4905,1.4569,47.4605,degraded,,,,not_estimable,1.7834,32.7433,60.3165,0.0846,misfire
8034.0000,-93.9911,29.8532,55.9071,-1.5553,-1.3845,1.0128,0.3156,1.3633,1.4452,50.5794,degraded,,,,not_estimable,1.5589,32.3821,59.7653,0.0902,misfire
8034.5000,-109.0148,26.6727,46.7320,-1.5492,-1.5059,1.4812,0.5197,1.3820,1.4373,50.1069,degraded,,,,not_estimable,13.1902,31.6684,58.1361,0.0969,misfire
8035.0000,-25.3284,39.2083,54.3359,-1.5423,-0.7113,1.3388,0.0987,1.4185,1.4350,49.2023,degraded,,,,not_estimable,10.6876,32.6109,57.6611,0.1375,misfire
8035.5000,-29.4726,34.5391,55.0247,-1.5208,2.3601,1.6554,0.3041,1.3920,1.4296,49.8583,degraded,,,,not_estimable,4.6937,32.8519,57.3316,0.1324,misfire
8036.0000,-108.9046,28.2145,65.7521,-1.5369,-1.1694,0.9401,0.2168,1.3594,1.4208,50.6773,degraded,,,,not_estimable,11.3438,32.2722,58.3841,0.1317,misfire
8036.5000,-135.4187,20.2589,57.6459,-1.5445,0.5065,1.2496,0.3538,1.3050,1.4063,52.0744,degraded,,,,not_estimable,14.8043,30.7706,58.2919,0.1241,misfire
8037.0000,-121.6469,30.0108,63.6249,-1.6049,-1.8845,0.8394,0.2523,1.4107,1.4069,49.3936,degraded,,,,not_estimable,20.4958,30.6756,58.9585,0.1088,misfire
8037.5000,-72.4175,40.4204,57.5160,-1.5835,0.2906,1.5134,0.3575,1.5215,1.4212,46.7313,degraded,,,,not_estimable,18.2984,31.8937,58.7782,0.1104,misfire
8038.0000,-86.1910,26.5162,55.4078,-1.6338,0.6705,1.6404,0.5266,1.4452,1.4242,48.5493,degraded,,,,not_estimable,13.5323,31.2215,58.3569,0.1291,misfire
8038.5000,-80.3946,34.1988,55.6008,-1.5977,-1.1199,1.5118,0.3559,1.4438,1.4267,48.5825,degraded,,,,not_estimable,10.3689,31.5937,58.0124,0.1290,misfire
8039.0000,-131.9789,25.7325,49.4055,-1.5515,-0.6557,1.9883,0.4746,1.3795,1.4208,50.1691,degraded,,,,not_estimable,9.9950,30.8610,56.9365,0.1366,misfire
8039.5000,-143.6102,34.1272,66.5444,-1.5531,-0.9391,1.5645,0.4871,1.5339,1.4349,46.4428,degraded,,,,not_estimable,7.5463,31.2693,58.1375,0.1323,misfire
8040.0000,-125.8176,33.4141,73.8870,-1.5402,0.4922,1.1367,0.5022,1.5466,1.4489,46.1478,degraded,,,,not_estimable,7.6182,31.5374,60.1062,0.1092,misfire
8040.5000,-97.2070,29.9935,59.5271,-1.5000,0.2816,1.7660,0.2242,1.3429,1.4356,51.0957,degraded,,,,not_estimable,1.6008,31.3444,60.0338,0.1181,misfire
8041.0000,-44.2806,26.1849,66.4446,-1.6394,0.7919,2.0192,0.5113,1.4787,1.4410,47.7416,degraded,8.1621,1.3212,300.0000,estimable,0.8884,30.6995,60.8351,0.1108,misfire
8041.5000,-91.7147,32.5623,69.4923,-1.6673,-0.1639,1.6075,0.3346,1.5085,1.4495,47.0356,degraded,2.6290,0.9925,300.0000,estimable,-3.3988,30.9323,61.9173,0.1119,misfire
8042.0000,-61.3147,36.0862,66.7734,-1.5874,-1.5400,1.1824,0.4437,1.5263,1.4591,46.6189,degraded,1.4696,0.7916,10.2421,estimable,-10.2837,31.5766,62.5243,0.0989,misfire
8042.5000,-133.1974,25.8880,46.5219,-1.5007,-1.1187,1.2102,0.3622,1.2946,1.4385,52.3449,degraded,2.8747,1.0819,300.0000,estimable,-18.1135,30.8655,60.5240,0.0986,misfire
8043.0000,-84.4524,35.1078,44.9756,-1.5026,-1.3674,1.5113,0.2533,1.3518,1.4277,50.8687,degraded,6.6909,1.2926,300.0000,estimable,-11.2515,31.3958,58.5804,0.1042,misfire
8043.5000,-120.4303,31.7397,51.0451,-1.5650,-0.8693,1.2853,0.2847,1.3745,1.4210,50.2950,degraded,5.3965,1.2316,300.0000,estimable,-4.6135,31.4388,57.6385,0.1094,misfire
8044.0000,-91.1088,43.1800,51.3953,-1.5894,-0.5945,1.7328,0.6029,1.6390,1.4483,44.0652,degraded,2.0230,0.7249,300.0000,estimable,-5.6138,32.9064,56.8581,0.1269,misfire
8044.5000,-66.6729,41.5643,47.2306,-1.5623,-0.4782,1.3386,0.2988,1.4758,1.4517,47.8128,degraded,2.4242,0.8488,300.0000,estimable,-11.8957,33.9887,55.6547,0.1266,misfire
8045.0000,-18.5127,35.2735,40.9889,-1.5195,-0.1596,1.6640,0.3758,1.3750,1.4421,50.2830,degraded,3.7315,1.0085,300.0000,estimable,-11.4729,34.1493,53.8214,0.1193,misfire
8045.5000,-200.7028,34.0567,60.1275,-1.6147,-1.8816,1.6184,0.5798,1.6008,1.4620,44.9160,degraded,1.9299,0.6954,300.0000,estimable,-8.1155,34.1377,54.6097,0.1242,misfire
8046.0000,-57.5996,32.5829,74.6760,-1.6045,0.8031,0.9941,0.3336,1.4910,1.4656,47.4508,degraded,2.5145,0.8152,300.0000,estimable,-12.9107,33.9434,57.1180,0.1199,misfire
8046.5000,-98.9524,34.0225,50.5450,-1.5714,0.2699,1.3854,0.5250,1.4792,1.4673,47.7311,degraded,5.3195,1.0333,300.0000,estimable,-10.9168,33.9532,56.2964,0.1257,misfire
8047.0000,-163.9247,31.5613,49.9340,-1.5205,-0.3913,1.7238,0.4135,1.4145,1.4607,49.2992,degraded,26.2294,1.2816,300.0000,estimable,-5.2131,33.6543,55.5011,0.1250,misfire
8047.5000,-145.0061,24.8752,58.4420,-1.5349,-0.5623,1.3701,0.5204,1.4137,1.4548,49.3198,degraded,14.5663,1.2432,300.0000,estimable,-1.1170,32.5569,55.8687,0.1293,misfire
8048.0000,-58.6484,41.9796,57.3363,-1.6754,-0.5341,1.5163,0.5332,1.6365,1.4775,44.1202,degraded,2.7271,0.7538,300.0000,estimable,-2.0128,33.7347,56.0521,0.1194,misfire
8048.5000,-76.2762,26.7682,62.5616,-1.5352,-0.3798,1.4651,0.3653,1.3646,1.4634,50.5461,degraded,8.0411,1.0948,300.0000,estimable,-8.8448,32.8639,56.8658,0.1095,misfire
8049.0000,-159.7458,36.4164,63.8405,-1.5781,0.4327,1.1646,0.1285,1.4726,1.4646,47.8878,degraded,42.3956,1.1433,300.0000,estimable,-3.7988,33.3080,57.7377,0.1374,misfire
8049.5000,-97.7315,28.1239,54.1778,-1.5457,-0.1702,1.9342,0.2009,1.3201,1.4465,51.6830,degraded,,,,not_estimable,-0.6578,32.6600,57.2927,0.1490,misfire
8050.0000,-228.7570,30.4976,46.4575,-1.5886,0.2695,1.1911,0.3915,1.4461,1.4464,48.5277,degraded,18.1109,1.1104,300.0000,estimable,2.3404,32.3897,55.9383,0.1489,misfire
8050.5000,2.2301,33.6175,64.7458,-1.5530,0.0689,1.1391,0.2902,1.4211,1.4433,49.1368,degraded,,,,not_estimable,-1.5752,32.5431,57.0392,0.1375,misfire
8051.0000,-76.1527,33.0685,66.5438,-1.5759,-0.6120,1.7344,0.3224,1.4570,1.4450,48.2634,degraded,,,,not_estimable,4.4991,32.6088,58.2273,0.1379,misfire
8051.5000,-54.1728,25.2156,62.4980,-1.6057,-1.6216,1.2556,0.4866,1.4195,1.4418,49.1765,degraded,,,,not_estimable,3.0745,31.6847,58.7611,0.1336,misfire
8052.0000,-122.7157,38.2890,57.5651,-1.6166,1.3632,1.4425,0.2286,1.4907,1.4479,47.4561,degraded,7.5574,1.0383,300.0000,estimable,1.7834,32.5102,58.6116,0.1388,misfire
8052.5000,-19.2523,28.5554,44.9323,-1.5885,0.6064,1.5483,0.3169,1.3181,1.4317,51.7348,degraded,,,,not_estimable,-3.6330,32.0159,56.9017,0.1248,misfire
8053.0000,-55.9398,35.6422,46.4830,-1.6438,1.2752,1.7275,0.2089,1.4137,1.4294,49.3185,degraded,,,,not_estimable,8.9838,32.4692,55.5994,0.1057,misfire
8053.5000,-72.2370,40.5538,50.9483,-1.6015,-0.5088,0.7929,0.1850,1.4631,1.4337,48.1169,degraded,,,,not_estimable,14.7714,33.4797,55.0180,0.1076,misfire
8054.0000,-68.2011,32.8066,66.4974,-1.5956,0.3292,1.3798,0.4839,1.5095,1.4431,47.0134,degraded,,,,not_estimable,17.6919,33.3956,56.4529,0.1121,misfire
8054.5000,-70.0131,33.5801,67.5008,-1.5280,-0.6189,1.3351,0.3846,1.4589,1.4451,48.2179,degraded,,,,not_estimable,7.3098,33.4187,57.8339,0.1068,misfire
8055.0000,-121.7299,25.5036,61.7582,-1.5468,0.6523,1.4123,0.2068,1.3269,1.4303,51.5059,degraded,,,,not_estimable,5.5613,32.4293,58.3244,0.1109,misfire
8055.5000,-47.5351,32.4415,57.4595,-1.4796,1.5659,1.6577,0.4442,1.4064,1.4273,49.4998,degraded,,,,not_estimable,14.0568,32.4308,58.2163,0.1181,misfire
8056.0000,-100.1656,25.3113,54.7386,-1.6643,1.5142,1.8702,0.1323,1.3394,1.4163,51.1859,degraded,,,,not_estimable,8.7234,31.5409,57.7816,0.1332,misfire
8056.5000,-75.1514,30.6698,50.1101,-1.5935,0.0338,1.4880,0.2918,1.3619,1.4095,50.6146,degraded,,,,not_estimable,10.2562,31.4320,56.8227,0.1175,misfire
8057.0000,-50.6290,34.3586,62.0213,-1.5192,0.7345,1.1962,0.4877,1.4742,1.4176,47.8499,degraded,,,,not_estimable,10.6667,31.7978,57.4725,0.1307,misfire
8057.5000,-133.7317,26.3013,58.5964,-1.5674,0.5153,1.4981,0.2271,1.3410,1.4080,51.1460,degraded,,,,not_estimable,8.7884,31.1107,57.6130,0.1335,misfire
8058.0000,-68.2795,24.7054,61.4652,-1.5922,0.1371,1.6036,0.3950,1.3761,1.4040,50.2561,degraded,,,,not_estimable,12.8610,30.3101,58.0945,0.1316,misfire
8058.5000,-108.8108,35.8883,53.5332,-1.6282,0.4286,1.5153,0.4617,1.5135,1.4177,46.9195,degraded,,,,not_estimable,5.2267,31.0074,57.5243,0.1282,misfire
8059.0000,-61.5883,30.4409,59.9080,-1.5471,-0.7731,1.7493,0.2998,1.3785,1.4128,50.1962,degraded,,,,not_estimable,2.9408,30.9365,57.8223,0.1200,misfire
8059.5000,-231.4316,30.2980,60.3102,-1.5727,-1.5383,1.2295,0.3379,1.4710,1.4201,47.9261,degraded,,,,not_estimable,1.8897,30.8567,58.1333,0.1187,misfire
8060.0000,-187.3465,37.2195,66.1008,-1.5991,0.4311,1.2472,0.2853,1.5415,1.4353,46.2655,degraded,10.1239,1.3760,300.0000,estimable,3.7213,31.6521,59.1292,0.1122,misfire
8060.5000,-57.4733,26.2468,55.7645,-1.5320,-1.0971,1.4871,0.4470,1.3566,1.4254,50.7483,degraded,,,,not_estimable,-2.5944,30.9764,58.7086,0.1125,misfire
8061.0000,-99.6672,24.6245,62.0600,-1.4707,-0.8482,1.7811,0.3176,1.3103,1.4110,51.9368,degraded,,,,not_estimable,0.3371,30.1824,59.1276,0.0876,misfire
8061.5000,-143.4369,35.5215,71.7161,-1.6273,-0.4415,1.9538,0.3313,1.5560,1.4292,45.9322,degraded,9.1228,1.1643,300.0000,estimable,3.3605,30.8498,60.7011,0.0853,misfire
8062.0000,-48.1698,40.1968,46.9976,-1.5540,1.5035,1.5988,0.2718,1.4464,1.4313,48.5205,degraded,3.9160,1.0944,300.0000,estimable,-2.8426,32.0182,58.9882,0.0759,misfire
8062.5000,-108.0789,33.5332,66.1157,-1.5764,-0.0680,1.5355,0.6421,1.5903,1.4512,45.1522,degraded,2.6248,0.8593,300.0000,estimable,-7.2830,32.2076,59.8791,0.1131,misfire
8063.0000,-101.7245,30.2426,61.5816,-1.5511,-0.8826,1.1546,0.5387,1.4734,1.4540,47.8689,degraded,2.6254,0.9202,300.0000,estimable,-9.5825,31.9620,60.0919,0.1240,misfire
8063.5000,-120.3650,33.9633,54.9590,-1.5178,-1.2336,1.6579,0.4027,1.4345,1.4515,48.8099,degraded,2.3909,0.9163,300.0000,estimable,-10.6152,32.2121,59.4503,0.1218,misfire
8064.0000,-74.0143,31.8527,57.2045,-1.5129,-0.1781,1.1017,0.4153,1.3996,1.4450,49.6686,degraded,2.0851,0.9045,300.0000,estimable,-12.0500,32.1672,59.1696,0.1179,misfire
8064.5000,-70.4410,38.9552,48.4712,-1.6091,-0.2161,1.7649,0.5260,1.5461,1.4577,46.1613,degraded,1.2689,0.6750,10.5577,estimable,-14.2286,33.0157,57.8323,0.1221,misfire
8065.0000,-67.6799,26.3371,50.3651,-1.6674,-1.1686,1.4936,0.3151,1.3568,1.4451,50.7417,degraded,2.4492,0.9620,300.0000,estimable,-20.6167,32.1809,56.8989,0.1188,misfire
8065.5000,-54.2241,29.8715,58.5928,-1.5893,0.1332,1.4856,0.2382,1.3656,1.4351,50.5197,degraded,3.5779,1.0611,300.0000,estimable,-12.5515,31.8922,57.1106,0.1313,misfire
8066.0000,-122.9360,38.7811,74.0027,-1.5893,-1.6443,1.8354,0.5084,1.6368,1.4603,44.1146,degraded,1.9325,0.7054,300.0000,estimable,-8.5302,32.7533,59.2221,0.1319,misfire
8066.5000,-146.8864,33.5683,48.4736,-1.7227,-1.0780,1.4872,0.6032,1.5851,1.4759,45.2687,degraded,1.7727,0.6955,300.0000,estimable,-12.4783,32.8552,57.8786,0.1396,misfire
8067.0000,-51.5451,35.2776,59.8811,-1.5347,1.3619,1.3375,0.3095,1.4250,1.4696,49.0411,degraded,2.0988,0.8064,300.0000,estimable,-14.2544,33.1580,58.1289,0.1348,misfire
8067.5000,-121.3514,25.3674,69.1597,-1.6118,-1.1703,1.5308,0.4025,1.4418,1.4661,48.6321,degraded,3.5388,0.9543,300.0000,estimable,-13.8372,32.1842,59.5077,0.1170,misfire
8068.0000,-121.1714,29.7376,53.3833,-1.5884,-0.1361,1.1932,0.4611,1.4277,1.4613,48.9763,degraded,9.7006,1.1695,300.0000,estimable,-8.0910,31.8783,58.7422,0.1111,misfire
8068.5000,-98.8564,34.2645,55.3519,-1.6145,0.3823,1.5222,0.3798,1.4634,1.4616,48.1084,degraded,5.1462,1.0436,300.0000,estimable,-2.9871,32.1766,58.3184,0.1117,misfire
8069.0000,-34.5046,32.8083,56.8987,-1.5966,1.8172,1.4012,0.3833,1.4313,1.4578,48.8872,degraded,47.5125,1.3244,300.0000,estimable,-5.4620,32.2556,58.1409,0.1122,misfire
8069.5000,-153.2766,30.8104,56.1312,-1.5226,1.5203,1.2482,0.3773,1.4053,1.4512,49.5270,degraded,,,,not_estimable,-0.6080,32.0749,57.8897,0.1051,misfire
8070.0000,-114.6582,22.8160,66.2940,-1.5825,0.6481,2.1699,0.1168,1.3359,1.4368,51.2755,degraded,,,,not_estimable,1.2777,30.9176,58.9403,0.1365,misfire
8070.5000,-23.6355,30.8526,71.6414,-1.4808,-1.0794,1.3961,0.3908,1.4241,1.4352,49.0638,degraded,,,,not_estimable,2.7256,30.9094,60.5279,0.1274,misfire
8071.0000,-76.0268,30.0330,48.8813,-1.5557,-0.9602,1.2773,0.4672,1.3907,1.4297,49.8896,degraded,,,,not_estimable,7.9717,30.7999,59.0721,0.1238,misfire
8071.5000,-79.2645,37.3414,52.1451,-1.5523,-0.4814,0.9464,0.4526,1.4776,1.4356,47.7682,degraded,,,,not_estimable,17.1894,31.6176,58.2062,0.1022,misfire
8072.0000,-58.8626,23.3092,65.7010,-1.5978,2.4334,1.2323,0.3462,1.3628,1.4265,50.5900,degraded,,,,not_estimable,11.7626,30.5790,59.1431,0.1003,misfire
8072.5000,-190.4614,27.5236,76.0843,-1.5908,0.4934,1.6818,0.5068,1.5560,1.4427,45.9319,degraded,,,,not_estimable,15.7460,30.1971,61.2607,0.1082,misfire
8073.0000,-134.9410,28.3746,68.5000,-1.5364,-0.0595,0.9943,0.4528,1.4522,1.4439,48.3797,degraded,,,,not_estimable,4.9886,29.9693,62.1656,0.1076,misfire
8073.5000,-85.5097,22.6984,58.6261,-1.5289,0.1840,1.1117,0.4204,1.3256,1.4291,51.5397,degraded,,,,not_estimable,3.4343,29.0604,61.7232,0.1081,misfire
8074.0000,-164.0521,36.0856,65.8666,-1.5751,1.3586,1.7503,0.3247,1.5214,1.4407,46.7328,degraded,,,,not_estimable,8.9879,29.9386,62.2411,0.1101,misfire
8074.5000,-138.2529,28.6908,58.5355,-1.5608,-0.6127,1.3482,0.3272,1.3868,1.4339,49.9862,degraded,,,,not_estimable,7.4354,29.7826,61.7779,0.1117,misfire
8075.0000,-197.5507,27.8940,72.9390,-1.5959,0.0695,1.3158,0.4111,1.5115,1.4436,46.9652,degraded,,,,not_estimable,5.3445,29.5465,63.1730,0.0623,misfire
